Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location,Is_Duplicate
Jugaad Jn.,4.2,"North Indian,Street Food,Chinese,Fast Food,Beverages",200.0,30.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Green Wheel Pizza,4.2,"Pizza,Burger,Fast Food,Street Food",200.0,34.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Raghav's - Hotel Priya,4.3,"North Indian,South Indian,Mughlai,Chinese,Fast Food,Desserts,Beverages",200.0,23.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Priya,4.1,"South Indian,North Indian,Beverages",200.0,27.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Shree Kunj Restaurant,4.0,"North Indian,Chinese,South Indian,Mithai,Desserts,Ice Cream,Beverages",200.0,31.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Shirose Restaurant & Sweets,4.1,"North Indian,South Indian,Chinese,Desserts,Ice Cream,Juices,Shake,Beverages",100.0,25.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Pizza Hut,4.1,"Pizza,Fast Food,Desserts",100.0,31.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Monginis Cake Shop,4.1,"Bakery,Fast Food",100.0,19.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Maharaja Fast Food,3.7,"Chinese,Biryani,Rolls,North Indian,Mughlai,Seafood",100.0,28.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Biggies Burger,4.3,"Burger,Wraps,Fast Food,Desserts,Shake,Beverages",100.0,19.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Manomay,4.2,"Mithai,Chinese,Street Food,North Indian,Fast Food,South Indian",100.0,27.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Zero Hour Bakery,3.9,"Bakery,Desserts,Fast Food",100.0,39.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
WOW! China,3.7,"Chinese,Oriental,Asian,Sichuan,Seafood",100.0,43.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Venus Inn Restaurant,4.0,"North Indian,South Indian,Chinese,Biryani,Salad,Desserts,Shake,Beverages",100.0,29.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Kwality Wall’s Frozen Dessert and Ice Cream Shop,4.5,"Ice Cream,Desserts",100.0,25.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Burger Bites,4.3,"Fast Food,Burger,Pasta,Sandwich,Wraps,Chinese",100.0,41.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Hotel Venus,4.0,"South Indian,North Indian,Fast Food,Chinese,Beverages",100.0,29.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Keventers - Milkshakes & Desserts,4.2,"Shake,Beverages,Desserts",250.0,26.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Truptee Restaurant,4.1,"North Indian,South Indian,Chinese,Fast Food,Beverages",250.0,30.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Country Kitchen,4.1,"North Indian,Chinese,Biryani,Sichuan",250.0,39.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Frozit,3.6,"North Indian,Fast Food,Bakery,Desserts,Biryani",250.0,23.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Shree Lal Food Plaza,4.0,"North Indian,Chinese,South Indian,Shake,Beverages",250.0,40.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Gupta's Sweets & Chats,4.0,"Mithai,Street Food,Sandwich",250.0,27.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
KBR Roll & Rolls,4.1,Rolls,250.0,21.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Chicago Pizza,3.8,"Pizza,Fast Food,Italian,Beverages",250.0,30.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Lazzawaaab Pizza,4.2,"Pizza,Burger,Sandwich,Pasta,Fast Food,Healthy Food,Desserts,Shake",250.0,49.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Wayside Food Park,3.9,"North Indian,Chinese,Rolls,Beverages,Seafood,Biryani,Kebab,Salad",250.0,24.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Oberai Bakers & Cafe,4.0,"North Indian,Biryani,Chinese,Pizza,Burger,Pasta,Fast Food",250.0,38.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Momo Cafe,4.4,"Chinese,Momos",250.0,15.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
NIC Ice Creams,4.6,"Ice Cream,Desserts",100.0,20.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
El-Arabia The Kitchen,4.0,"Rolls,Fast Food,Burger,Sandwich,Shawarma,Momos,Beverages,North Indian",100.0,26.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Asia Seven – Sizzling Chinese,4.0,"Chinese,Momos,Asian,Sichuan",100.0,30.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Bengal Sweets,4.2,"Mishti,Street Food,Desserts",100.0,19.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
The Belgian Waffle Co.,4.6,"Waffle,Pancake,Desserts,Beverages,Ice Cream",100.0,33.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Shree Bidya Ganguram,3.8,"Street Food,Mithai",100.0,29.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Bob's Baked Co.,4.2,"Pizza,Finger Food,Desserts,Beverages,Mexican",100.0,50.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Chullah-A Unit Of Tasty Theory,3.9,"Rolls,Chinese,North Indian,Sichuan",100.0,24.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
BOCCA Cafe,4.2,"Cafe,Coffee,Beverages,Salad,Sandwich,Shake,Fast Food,Healthy Food",100.0,27.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Maharaja Ganguram,4.0,"Mithai,Fast Food,Chinese,Biryani",100.0,33.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Kwality Wall's Frozen Dessert and Ice Cream Shop,4.6,"Ice Cream,Desserts",100.0,25.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Narula Sweets,4.1,"Mithai,Desserts,Street Food",100.0,19.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Golden Chillyz,4.2,"Fast Food,Chinese,Sandwich,Sichuan",150.0,33.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
D'bake,4.4,"Bakery,Desserts",150.0,33.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Street Foods By Punjab Grill,3.9,"North Indian,Rolls,Biryani,Street Food",150.0,31.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Hotel Sri Mandira,3.8,"North Indian,South Indian,Street Food,Mithai",150.0,41.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Chai Sutta Bar,3.9,"Cafe,Coffee,Fast Food,Sandwich,Burger,Pizza,Shake,Beverages",150.0,35.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Giani Ice Cream,4.5,"Ice Cream,Desserts,Beverages,Shake",150.0,13.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Go Cool,4.0,"Bakery,Sandwich,Fast Food,Desserts",150.0,33.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Subway,4.1,"Healthy Food,Fast Food,Sandwich,Salad,Wraps",150.0,37.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Adda Unplugged,4.2,"North Indian,Continental,Pasta,Italian,Chinese,Desserts,Coffee,Beverages",150.0,29.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
World Of Pizza,4.0,"Pizza,Sandwich,Burger,Fast Food",150.0,34.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Barbeque Nation,3.7,"BBQ,North Indian,Biryani,Kebab,Continental,Chinese,Desserts,Beverages",150.0,46.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Hotel Ashoka,3.2,South Indian,150.0,26.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
WarmOven Cake & Desserts,4.3,Bakery,350.0,30.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Burger Bar,4.3,"Burger,Wraps,Sandwich,Salad,Fast Food,Beverages",350.0,37.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Ice - Indian Chicken Express,4.3,"Fast Food,Burger",350.0,39.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Radha's Sweets & Snacks,4.4,"Mithai,Street Food,North Indian,Desserts",350.0,37.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Cafe Coffee Day,4.2,"Cafe,Coffee,Sandwich,Fast Food,Desserts,Tea,Shake,Beverages",350.0,17.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Star Kitchen,3.8,"North Indian,Rolls,Chinese,Sichuan,Fast Food,Street Food,Biryani,Beverages",350.0,48.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Fiery Pizza,3.7,"Pizza,Fast Food",350.0,30.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Froozo Cafe,3.6,"Fast Food,Street Food,North Indian,Wraps,Momos,Desserts,Beverages",350.0,52.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Baskin Robbins - Ice Cream Desserts,4.3,"Ice Cream,Desserts,Beverages",350.0,26.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Dil - E - Mughlai,4.1,"Mughlai,North Indian,Biryani,Rolls",350.0,41.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
SMOG Resto Cafe,4.3,"North Indian,Chinese,Continental,Biryani,Sichuan",350.0,31.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Mio Amore,3.7,"Bakery,Fast Food",350.0,33.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Kake Da Minar,4.1,"North Indian,Mughlai,Biryani,Chinese,Fast Food,Desserts",300.0,43.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Hotel Shree Vineeth's,4.0,"North Indian,South Indian,Chinese",300.0,23.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Chai Break,4.1,"Tea,Coffee,Beverages,North Indian,Chinese,Italian,Continental,Mughlai",300.0,33.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
El-Arabia,3.8,"Rolls,Fast Food,Burger,Sandwich,Shawarma,Momos,Beverages,North Indian",300.0,26.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Keshari Garnish,3.7,"North Indian,Seafood,Chinese,Biryani,Kebab,Sichuan,Desserts,Beverages",300.0,38.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Biryani By Kilo,4.2,"Biryani,Hyderabadi,Kebab,North Indian,Ice Cream,Desserts",300.0,75.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Keventers Ice Cream,4.4,"Beverages,Ice Cream",300.0,25.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Shawarma Hut,4.0,"Shawarma,Salad,Sandwich,Rolls,Beverages",300.0,32.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Golden Bird - Hotel Pushpak,4.2,"North Indian,Oriental,Italian,Biryani,Desserts,Beverages",300.0,29.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Zam Zam Grills,3.6,"North Indian,Biryani,Chinese",300.0,37.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
The Bake Shake,4.1,"Bakery,Desserts,Fast Food,Beverages,Shake",300.0,35.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
MBA Chai Wala,4.1,"Tea,Shake,Beverages,Fast Food,Street Food",300.0,44.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Narula Sweets,4.1,"Desserts,Ice Cream,Street Food",50.0,25.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Mama's Town Pizza,4.0,"Pizza,Fast Food,Beverages",50.0,42.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Funchick Fried Chicken-FFC,4.0,"Chinese,Biryani,Waffle,Fast Food,BBQ,Pizza,Sandwich,Beverages",50.0,31.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Biryani Box,3.4,"Biryani,North Indian",50.0,54.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
The Bahubelly,3.9,"Fast Food,Burger",50.0,31.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Royal Biriyani House,3.5,"Biryani,North Indian,Chinese",50.0,58.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
UBQ by Barbeque Nation,3.7,"BBQ,North Indian,Chinese,Street Food,Kebab,Beverages,Desserts",50.0,37.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Paris Bakery,4.1,"Bakery,Desserts",50.0,26.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Brew XpresZ,3.6,"Mexican,Italian,Burger,Desserts,Beverages,Pizza,Pasta,Sandwich",50.0,33.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Art Of Biryani,4.2,"Biryani,Rolls",50.0,23.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Silver Stick-The Jewels Of Food And Coffee,4.2,"Chinese,Seafood,Sichuan",50.0,35.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
KBR-Roll And Rolls,3.9,"Fast Food,Burger,Sandwich",50.0,32.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
The Bakers House By Hungry Hippos,3.6,Bakery,100.0,20.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Grameen Kulfi,4.6,"Ice Cream,Desserts",100.0,21.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Bake D Cake,4.0,"Desserts,Bakery",100.0,36.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Swadist Grand Multicuisine Restaurant,4.0,"North Indian,South Indian,Mughlai,Seafood,Biryani,Chinese,Beverages",100.0,28.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Eatarie,4.1,"Chinese,Rolls,Momos,Biryani,Seafood,Sichuan",100.0,25.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Berry Bake Shop,4.1,Bakery,100.0,40.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Spice Heaven,3.7,"North Indian,Biryani,Chinese,Continental,Seafood,Fast Food,Beverages",100.0,34.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Cookies,3.7,"Bakery,Desserts,Fast Food",100.0,21.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Maa Sarala Special Chat,4.6,Street Food,100.0,17.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Curry Up,4.2,"North Indian,Biryani,Chinese",100.0,29.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
The Wow Burger,4.2,"Burger,Pizza,Fast Food",100.0,31.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Supriya Juices & Snacks,4.4,"Shake,Desserts,Juices",100.0,22.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Bikkgane Biryani,4.1,"Biryani,Hyderabadi,Andhra,North Indian,Mughlai",250.0,37.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Kathi Junction,3.5,"Rolls,North Indian",250.0,41.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Budapest Bake Inn,4.4,"Desserts,Ice Cream,Beverages,Shake,Waffle",250.0,44.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Cupcake Bliss Cakes & Desserts,3.7,"Bakery,Desserts,Ice Cream,Shake",250.0,29.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Kabsa Biryani,3.9,"Biryani,North Indian,South Indian,Rolls",250.0,39.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Smoke Pizza Oven,3.2,"Fast Food,Pizza,Burger,Beverages",250.0,45.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Woodfire Biriyani,3.6,"Biryani,Chinese,Seafood,Desserts,Beverages,Sichuan",250.0,36.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Firangi Mithai,4.1,"Bakery,Desserts",250.0,20.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Biryani Badshah,3.9,"Biryani,Hyderabadi,Andhra,North Indian,Mughlai",250.0,36.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Sunil Fast Food,4.0,Fast Food,250.0,32.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Tawaa Tandoor,3.6,"North Indian,Mughlai,Chinese,Biryani,Rolls,Desserts",250.0,30.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Mughal Mings,3.6,"Rolls,Chinese,North Indian,Biryani,Beverages,Juices,Seafood",250.0,34.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Eat Out,3.9,"North Indian,Chinese,Rolls,Sichuan",150.0,38.0,Follows all Max Safety measures to ensure your food is safe,Bhubaneswar,False
Chowringhee Square,3.7,"North Indian,Mughlai,Fast Food,Rolls,Biryani,Shawarma",150.0,34.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Vaango,4.3,"South Indian,Beverages",150.0,33.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
Vishwa Aahar,4.0,North Indian,150.0,28.0,Restaurant partner follows WHO protocol,Bhubaneswar,False
